"w_idx","islandName","baseDate","baseTime","fcstDate","fcstTime","POP","PTY","PCP","REH","SNO","SKY","TMP","TMN","TMX","UUU","VVV","WAV","VEC","WSD","insertDttm"
"18048","완도 금당도","20241127","1700","20241127","1800","60","1","1.0mm","55","적설없음","4","7","","","13.4","-3.7","0.5","286","13.9","2024-11-27 17:00:01"
"18049","완도 여서도","20241127","1700","20241127","1800","60","1","1mm 미만","60","적설없음","4","7","","","12.8","-3.7","0.5","286","13.3","2024-11-27 17:00:01"
"18050","영광 안마도","20241127","1700","20241127","1800","60","1","1mm 미만","55","적설없음","4","5","","","12.9","-2.7","1","282","13.1","2024-11-27 17:00:01"
"18051","신안 우이도","20241127","1700","20241127","1800","60","1","1mm 미만","55","적설없음","4","7","","","15.1","-3.7","0.5","284","15.5","2024-11-27 17:00:01"
"18052","여수 손죽도","20241127","1700","20241127","1800","60","1","2.0mm","55","적설없음","4","9","","","14.3","-3.9","1.5","285","14.8","2024-11-27 17:00:01"
"18053","신안 반월박지도","20241127","2000","20241127","2100","60","1","1.0mm","70","적설없음","4","6","","","14.1","-3.5","0.5","284","14.5","2024-11-27 20:00:01"
"18054","고흥 연홍도","20241127","2000","20241127","2100","30","0","강수없음","55","적설없음","4","7","","","13.2","-3.6","0.5","285","13.7","2024-11-27 20:00:01"
"18055","강진 가우도","20241127","2000","20241127","2100","30","0","강수없음","60","적설없음","4","5","","","3.1","0.8","0","256","3.2","2024-11-27 20:00:01"
"18056","여수 낭도","20241127","2000","20241127","2100","20","0","강수없음","60","적설없음","3","6","","","13.6","-3.1","0.5","283","13.9","2024-11-27 20:00:01"
"18057","진도 금호도","20241127","2000","20241127","2100","30","0","강수없음","60","적설없음","4","6","","","10.5","-2.9","0","285","10.9","2024-11-27 20:00:01"
"18058","목포 외달도","20241127","2000","20241127","2100","30","0","강수없음","70","적설없음","4","4","","","4.1","0","0","270","4.1","2024-11-27 20:00:01"
"18059","여수 송도","20241127","2000","20241127","2100","20","0","강수없음","60","적설없음","3","6","","","14","-3.1","0.5","283","14.3","2024-11-27 20:00:01"
"18060","신안 옥도","20241127","2000","20241127","2100","60","1","1.0mm","60","적설없음","4","7","","","14.2","-3.7","0.5","285","14.7","2024-11-27 20:00:01"
"18061","신안 기점소악도","20241127","2000","20241127","2100","60","1","1.0mm","60","적설없음","4","6","","","14.2","-3","0.5","282","14.5","2024-11-27 20:00:01"
"18062","보성 장도","20241127","2000","20241127","2100","20","0","강수없음","70","적설없음","3","3","","","4","0.5","0","262","4","2024-11-27 20:00:01"
"18063","신안 선도","20241127","2000","20241127","2100","60","1","1mm 미만","60","적설없음","4","5","","","14.3","-2.9","0.5","282","14.6","2024-11-27 20:00:01"
"18064","무안 탄도","20241127","2000","20241127","2100","60","1","1.0mm","60","적설없음","4","5","","","9.5","-2","0","282","9.7","2024-11-27 20:00:01"
"18065","신안 고이도","20241127","2000","20241127","2100","60","1","1.0mm","60","적설없음","4","5","","","10.7","-2.4","0.5","283","11","2024-11-27 20:00:01"
"18066","여수 연도","20241127","2000","20241127","2100","60","1","1mm 미만","60","적설없음","4","6","","","12.3","-2.9","0.5","283","12.7","2024-11-27 20:00:01"
"18067","완도 생일도","20241127","2000","20241127","2100","60","1","1mm 미만","60","적설없음","4","6","","","11.9","-3.6","0.5","287","12.4","2024-11-27 20:00:01"
"18068","완도 소안도","20241127","2000","20241127","2100","30","0","강수없음","60","적설없음","4","7","","","12","-3.4","0.5","286","12.5","2024-11-27 20:00:01"
"18069","진도 관매도","20241127","2000","20241127","2100","30","0","강수없음","50","적설없음","4","7","","","12.2","-3.5","0.5","286","12.7","2024-11-27 20:00:01"
"18070","진도 대마도","20241127","2000","20241127","2100","30","0","강수없음","50","적설없음","4","7","","","12.2","-3.5","0.5","286","12.7","2024-11-27 20:00:01"
"18071","여수 대횡간도","20241127","2000","20241127","2100","60","1","1mm 미만","60","적설없음","4","6","","","12.3","-2.9","0.5","283","12.7","2024-11-27 20:00:01"
"18072","완도 금당도","20241127","2000","20241127","2100","30","0","강수없음","55","적설없음","4","7","","","13.2","-3.7","0.5","286","13.7","2024-11-27 20:00:01"
"18073","완도 여서도","20241127","2000","20241127","2100","60","1","1mm 미만","65","적설없음","4","6","","","12.6","-3.6","0.5","286","13.1","2024-11-27 20:00:01"
"18074","영광 안마도","20241127","2000","20241127","2100","60","1","1mm 미만","60","적설없음","4","6","","","12.3","-2.3","1","281","12.5","2024-11-27 20:00:01"
"18075","신안 우이도","20241127","2000","20241127","2100","60","1","1.0mm","60","적설없음","4","7","","","14.2","-3.6","0.5","284","14.6","2024-11-27 20:00:01"
"18076","여수 손죽도","20241127","2000","20241127","2100","60","1","1.0mm","60","적설없음","4","9","","","13.7","-3.7","1.5","285","14.2","2024-11-27 20:00:01"
"18077","신안 반월박지도","20241127","2300","20241128","0000","30","0","강수없음","75","적설없음","4","6","","","15.7","-4.6","0.5","286","16.3","2024-11-27 23:00:01"
"18078","고흥 연홍도","20241127","2300","20241128","0000","20","0","강수없음","60","적설없음","3","7","","","13.8","-3.9","0.5","286","14.3","2024-11-27 23:00:01"
"18079","강진 가우도","20241127","2300","20241128","0000","30","0","강수없음","65","적설없음","4","4","","","4.4","1.3","0","253","4.6","2024-11-27 23:00:01"
"18080","여수 낭도","20241127","2300","20241128","0000","20","0","강수없음","60","적설없음","3","6","","","13.9","-3.3","0.5","283","14.3","2024-11-27 23:00:01"
"18081","진도 금호도","20241127","2300","20241128","0000","30","0","강수없음","65","적설없음","4","6","","","11.6","-3.7","0","288","12.2","2024-11-27 23:00:01"
"18082","목포 외달도","20241127","2300","20241128","0000","30","0","강수없음","75","적설없음","4","4","","","5.1","0.3","0","267","5.1","2024-11-27 23:00:01"
"18083","여수 송도","20241127","2300","20241128","0000","20","0","강수없음","60","적설없음","3","6","","","14.2","-3.3","0.5","283","14.6","2024-11-27 23:00:01"
"18084","신안 옥도","20241127","2300","20241128","0000","60","1","1mm 미만","65","적설없음","4","7","","","16","-4.9","0.5","287","16.7","2024-11-27 23:00:01"
"18085","신안 기점소악도","20241127","2300","20241128","0000","30","0","강수없음","65","적설없음","4","5","","","15.4","-4","0.5","284","15.9","2024-11-27 23:00:01"
"18086","보성 장도","20241127","2300","20241128","0000","20","0","강수없음","70","적설없음","3","3","","","5.7","1.4","0","257","5.8","2024-11-27 23:00:01"
"18087","신안 선도","20241127","2300","20241128","0000","30","0","강수없음","65","적설없음","4","5","","","15.2","-3.9","0.5","284","15.7","2024-11-27 23:00:01"
"18088","무안 탄도","20241127","2300","20241128","0000","30","0","강수없음","60","적설없음","4","5","","","10.2","-2.5","0","284","10.5","2024-11-27 23:00:01"
"18089","신안 고이도","20241127","2300","20241128","0000","30","0","강수없음","60","적설없음","4","5","","","11.5","-3.2","0.5","286","11.9","2024-11-27 23:00:01"
"18090","여수 연도","20241127","2300","20241128","0000","30","0","강수없음","65","적설없음","4","6","","","10.6","-2.7","0.5","284","10.9","2024-11-27 23:00:01"
"18091","완도 생일도","20241127","2300","20241128","0000","20","0","강수없음","65","적설없음","3","5","","","10.7","-3.3","0.5","287","11.2","2024-11-27 23:00:01"
"18092","완도 소안도","20241127","2300","20241128","0000","60","1","1mm 미만","70","적설없음","4","7","","","11.4","-3.4","0.5","287","11.9","2024-11-27 23:00:01"
"18093","진도 관매도","20241127","2300","20241128","0000","30","0","강수없음","55","적설없음","4","8","","","12.5","-3.6","0.5","286","13","2024-11-27 23:00:01"
"18094","진도 대마도","20241127","2300","20241128","0000","30","0","강수없음","55","적설없음","4","8","","","12.5","-3.6","0.5","286","13","2024-11-27 23:00:01"
"18095","여수 대횡간도","20241127","2300","20241128","0000","30","0","강수없음","65","적설없음","4","6","","","10.6","-2.7","0.5","284","10.9","2024-11-27 23:00:01"
"18096","완도 금당도","20241127","2300","20241128","0000","30","0","강수없음","60","적설없음","4","7","","","13.8","-4.2","0.5","287","14.5","2024-11-27 23:00:01"
"18097","완도 여서도","20241127","2300","20241128","0000","60","1","1mm 미만","70","적설없음","4","6","","","11.6","-3.4","0.5","286","12.1","2024-11-27 23:00:01"
"18098","영광 안마도","20241127","2300","20241128","0000","30","0","강수없음","55","적설없음","4","6","","","11.7","-2.9","1","284","12","2024-11-27 23:00:01"
"18099","신안 우이도","20241127","2300","20241128","0000","60","1","1mm 미만","65","적설없음","4","7","","","16.3","-4.9","0.5","287","17","2024-11-27 23:00:01"
"18100","여수 손죽도","20241127","2300","20241128","0000","60","1","1mm 미만","60","적설없음","4","8","","","12.5","-3.5","1.5","286","13","2024-11-27 23:00:01"
"18101","신안 반월박지도","20241128","0200","20241128","0300","30","0","강수없음","65","적설없음","4","7","","","17","-2.6","0.5","279","17.2","2024-11-28 02:00:01"
"18102","고흥 연홍도","20241128","0200","20241128","0300","20","0","강수없음","65","적설없음","3","7","","","14.5","-4.4","0.5","287","15.1","2024-11-28 02:00:01"
"18103","강진 가우도","20241128","0200","20241128","0300","30","0","강수없음","70","적설없음","4","5","","","3.7","3.7","0","225","5.2","2024-11-28 02:00:01"
"18104","여수 낭도","20241128","0200","20241128","0300","60","1","1mm 미만","65","적설없음","4","6","","","13.2","-4.2","0.5","288","13.8","2024-11-28 02:00:01"
"18105","진도 금호도","20241128","0200","20241128","0300","60","1","1mm 미만","60","적설없음","4","7","","","12.8","-3.1","0","284","13.2","2024-11-28 02:00:01"
"18106","목포 외달도","20241128","0200","20241128","0300","60","1","1mm 미만","75","적설없음","4","4","","","5.5","1.6","0","254","5.7","2024-11-28 02:00:01"
"18107","여수 송도","20241128","0200","20241128","0300","0","0","강수없음","70","적설없음","1","6","","","13.5","-4.2","0.5","288","14.1","2024-11-28 02:00:01"
"18108","신안 옥도","20241128","0200","20241128","0300","30","0","강수없음","60","적설없음","4","7","","","17","-3.3","0.5","281","17.3","2024-11-28 02:00:01"
"18109","신안 기점소악도","20241128","0200","20241128","0300","60","1","1mm 미만","60","적설없음","4","6","","","17.1","-1.5","0.5","275","17.2","2024-11-28 02:00:01"
"18110","보성 장도","20241128","0200","20241128","0300","60","1","1mm 미만","80","적설없음","4","3","","","5.5","0.6","0","264","5.5","2024-11-28 02:00:01"
"18111","신안 선도","20241128","0200","20241128","0300","30","0","강수없음","60","적설없음","4","6","","","17.2","-1.4","0.5","275","17.2","2024-11-28 02:00:01"
"18112","무안 탄도","20241128","0200","20241128","0300","30","0","강수없음","55","적설없음","4","5","","","12.1","-1","0","275","12.1","2024-11-28 02:00:01"
"18113","신안 고이도","20241128","0200","20241128","0300","30","0","강수없음","55","적설없음","4","6","","","13.2","-1.7","0.5","277","13.3","2024-11-28 02:00:01"
"18114","여수 연도","20241128","0200","20241128","0300","60","1","1mm 미만","70","적설없음","4","6","","","10.2","-3.4","0.5","288","10.8","2024-11-28 02:00:01"
"18115","완도 생일도","20241128","0200","20241128","0300","60","1","1mm 미만","65","적설없음","4","6","","","12","-3.8","0.5","288","12.5","2024-11-28 02:00:01"
"18116","완도 소안도","20241128","0200","20241128","0300","60","1","1mm 미만","65","적설없음","4","7","","","12.4","-3.7","0.5","286","12.9","2024-11-28 02:00:01"
"18117","진도 관매도","20241128","0200","20241128","0300","60","1","1mm 미만","60","적설없음","4","8","","","12.9","-3.5","0.5","285","13.4","2024-11-28 02:00:01"
"18118","진도 대마도","20241128","0200","20241128","0300","60","1","1mm 미만","60","적설없음","4","8","","","12.9","-3.5","0.5","285","13.4","2024-11-28 02:00:01"
"18119","여수 대횡간도","20241128","0200","20241128","0300","60","1","1mm 미만","70","적설없음","4","6","","","10.2","-3.4","0.5","288","10.8","2024-11-28 02:00:01"
"18120","완도 금당도","20241128","0200","20241128","0300","20","0","강수없음","60","적설없음","3","7","","","14.7","-4.6","0.5","287","15.5","2024-11-28 02:00:01"
"18121","완도 여서도","20241128","0200","20241128","0300","60","1","1mm 미만","70","적설없음","4","6","","","12.9","-3.9","0.5","287","13.5","2024-11-28 02:00:01"
"18122","영광 안마도","20241128","0200","20241128","0300","20","0","강수없음","50","적설없음","3","7","","","13.2","-0.5","1","272","13.2","2024-11-28 02:00:01"
"18123","신안 우이도","20241128","0200","20241128","0300","30","0","강수없음","60","적설없음","4","7","","","17.1","-2.7","0.5","279","17.3","2024-11-28 02:00:01"
"18124","여수 손죽도","20241128","0200","20241128","0300","60","1","1mm 미만","65","적설없음","4","9","","","14.2","-4.3","1.5","287","14.9","2024-11-28 02:00:01"
"18125","신안 반월박지도","20241128","0500","20241128","0600","30","0","강수없음","65","적설없음","4","7","","","13.9","1.2","0.5","265","13.9","2024-11-28 05:00:01"
"18126","고흥 연홍도","20241128","0500","20241128","0600","0","0","강수없음","60","적설없음","1","8","","","12","-1.3","0.5","276","12","2024-11-28 05:00:01"
"18127","강진 가우도","20241128","0500","20241128","0600","20","0","강수없음","65","적설없음","3","5","","","1.7","2.5","0","214","3","2024-11-28 05:00:01"
"18128","여수 낭도","20241128","0500","20241128","0600","0","0","강수없음","60","적설없음","1","7","","","12.8","-0.6","0.5","273","12.9","2024-11-28 05:00:01"
"18129","진도 금호도","20241128","0500","20241128","0600","30","0","강수없음","60","적설없음","4","7","","","9.3","0.1","0","269","9.3","2024-11-28 05:00:01"
"18130","목포 외달도","20241128","0500","20241128","0600","20","0","강수없음","70","적설없음","3","4","","","2.3","2.5","0","222","3.4","2024-11-28 05:00:01"
"18131","여수 송도","20241128","0500","20241128","0600","0","0","강수없음","60","적설없음","1","6","","","13.2","-0.6","0.5","273","13.2","2024-11-28 05:00:01"
"18132","신안 옥도","20241128","0500","20241128","0600","60","1","1mm 미만","55","적설없음","4","8","","","13.9","1.6","0.5","263","14","2024-11-28 05:00:01"
"18133","신안 기점소악도","20241128","0500","20241128","0600","30","0","강수없음","60","적설없음","4","7","","","14.1","0.1","0.5","269","14.1","2024-11-28 05:00:01"
"18134","보성 장도","20241128","0500","20241128","0600","0","0","강수없음","75","적설없음","1","2","","","3.4","1.2","0","251","3.7","2024-11-28 05:00:01"
"18135","신안 선도","20241128","0500","20241128","0600","30","0","강수없음","60","적설없음","4","7","","","14.2","0","0.5","270","14.2","2024-11-28 05:00:01"
